LOYIHA AUDITI - BARCHA KURS VA DARSLAR
==========================================================================================


[KURS 1] HTML (id: html) — 130 dars
  [WARN] Dars 1: HTML nima? | Content:YES Quiz:NO Sections:0 Ex:0 QuizQs:0
  67. [HTML] Dars 67: <br> — yangi qator ⏎ - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  68. [HTML] Dars 68: <hr> — ajratuvchi chiziq ➖ - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  69. [HTML] Dars 69: <ul> — tartibsiz ro‘yxat 📋 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  70. [HTML] Dars 70: <li> — ro‘yxatdagi bitta band 📌 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  71. [HTML] Dars 71: <ol> — tartibli ro‘yxat 🔢 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  72. [HTML] Dars 72: <ul> yoki <ol>? — yakuniy taqqoslash ⚖️ - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  73. [HTML] Dars 73: 🎨 CSSga o‘tish — ozgina chiroyli qilamiz - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  74. [HTML] Dars 74: CSS: color — matn rangi 🔴 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  75. [HTML] Dars 75: CSS: background-color — orqa fon rangi 🟦 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  76. [HTML] Dars 76: O‘yin 1 — Ro‘yxat ustasi - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  77. [HTML] Dars 77: O‘yin 2 — Kod detektivi - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  78. [HTML] Dars 78: O‘yin 3 — CSSsiz yoki CSS bilan? (color) - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  79. [HTML] Dars 79: O‘yin 4 — CSSsiz yoki CSS bilan? (background-color) - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  80. [HTML] Dars 80: O‘yin 5 — Rang sehrgari - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  81. [HTML] Dars 81: MASHQ 1 — `<strong>` bilan muhim matn yarating 💪 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  82. [HTML] Dars 82: MASHQ 2 — `<ul>` va `<li>` bilan 3 ta skill yozing 📋 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  83. [HTML] Dars 83: MASHQ 3 — `<ol>` va `<li>` bilan 3 ta qadam yarating 🔢 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  84. [HTML] Dars 84: 🎁 BONUS — CSS bilan bezang 🎨 - content yo'q, sections kam (0/3), mashq kam (0/3)
  85. [HTML] Dars 85: HTML formalar, inputlar va CSS bilan rang berish - quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  86. [HTML] Dars 86: 🔁 TEZKOR ESLATMA — eslaymiz! - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  87. [HTML] Dars 87: <form> — forma 📋 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  88. [HTML] Dars 88: Forma ishlayaptimi? 🤔 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  89. [HTML] Dars 89: <label> — maydon nomi 🏷 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  90. [HTML] Dars 90: <input> — yozish maydoni ✍️ - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  91. [HTML] Dars 91: placeholder — yordamchi matn 💬 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  92. [HTML] Dars 92: type= - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  93. [HTML] Dars 93: type= - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  94. [HTML] Dars 94: <button> — tugma 🔘 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  95. [HTML] Dars 95: Hammasini birlashtiramiz — to‘liq forma 🧩 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  96. [HTML] Dars 96: CSSga o‘tish — formani chiroyli qilamiz 🎨 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  97. [HTML] Dars 97: Rang nomlari English tilida 🇬🇧 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  98. [HTML] Dars 98: background-color — orqa fon rangi 🟦 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  99. [HTML] Dars 99: JavaScript — tugmaga jon berish ⚡ - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  100. [HTML] Dars 100: input.value — yozilgan qiymat 💡 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  101. [HTML] Dars 101: O‘yin 1 — Type Doctor - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  102. [HTML] Dars 102: O‘yin 2 — Rangni toping - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  103. [HTML] Dars 103: O‘yin 3 — Formani yig‘ing - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  104. [HTML] Dars 104: MASHQ 1 — Ism uchun text input yarating ✍️ - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  105. [HTML] Dars 105: MASHQ 2 — Email uchun email input yarating 📧 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  106. [HTML] Dars 106: MASHQ 3 — Ism + email + button bilan kichik forma yarating 🧩 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  107. [HTML] Dars 107: 🎁 BONUS — Rangli input va tugma 🎨 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  108. [HTML] Dars 108: 🎁 BONUS — JS: Salom, [ism]! 👋 - content yo'q, sections kam (0/3), mashq kam (0/3)
  109. [HTML] Dars 109: Formani kuchaytirish: required, textarea, select va JavaScript validation - quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  110. [HTML] Dars 110: 🔁 TEZKOR ESLATMA — eslaymiz! - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  111. [HTML] Dars 111: required — bo‘sh qoldirish taqiqlangan! 🚫 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  112. [HTML] Dars 112: name — maydonga nom berish 📛 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  113. [HTML] Dars 113: value — boshlang‘ich qiymat 💡 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  114. [HTML] Dars 114: textarea — ko‘p qatorli matn 📝 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  115. [HTML] Dars 115: select va option — tanlash oynasi 📋 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  116. [HTML] Dars 116: CSS bilan formani chiroyli qilamiz 🎨 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  117. [HTML] Dars 117: Elementlarni bittadan eslaymiz 🧱 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  118. [HTML] Dars 118: HTML + CSS + JavaScript — kim nima qiladi? 🤝 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  119. [HTML] Dars 119: submit — forma yuborilishi 🚀 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  120. [HTML] Dars 120: getElementById va .value — yozilgan qiymatni olish 💡 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  121. [HTML] Dars 121: REAL INTERACTION — Salom, Ahatjon! 👋 - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  122. [HTML] Dars 122: if va alert — JavaScript validation ✅ - content yo'q, quiz yo'q, sections kam (1/3), mashq kam (0/3), quiz savollar kam (0/5)
  123. [HTML] Dars 123: O‘yin 1 — Required Doctor - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  124. [HTML] Dars 124: O‘yin 2 — Formani tanla - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  125. [HTML] Dars 125: O‘yin 3 — Choice Maker - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  126. [HTML] Dars 126: MASHQ 1 — Ism inputiga required qo‘shing 🚫 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  127. [HTML] Dars 127: MASHQ 2 — Textarea va select yarating 📝 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (1/3), quiz savollar kam (0/5)
  128. [HTML] Dars 128: MASHQ 3 — To‘liq ishlaydigan forma yarating 🧩 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  129. [HTML] Dars 129: 🎁 BONUS — Input va tugmani CSS bilan bezang 🎨 - content yo'q, quiz yo'q, sections kam (0/3), mashq kam (0/3), quiz savollar kam (0/5)
  130. [HTML] Dars 130: 🎁 BONUS — JS validation: Salom, [ism]! 👋 - content yo'q, sections kam (0/3), mashq kam (0/3)
